Planet	Cryo	Dest	Age	VIP_Recoded	Total_Purchase	Deck	Side	Surname	Transported
1	0	1	15	0	0	2	1	1	1
1	0	1	17	0	0	2	1	6	1
1	0	1	17	0	0	2	1	6	1
1	0	1	17	0	0	2	1	3	1
1	0	1	17	0	0	2	1	3	1
1	0	1	17	0	0	2	1	3	1
1	0	1	18	0	0	2	1	2	1
1	0	1	18	0	0	2	1	1	1
1	0	1	18	0	0	2	1	5	1
1	0	1	18	0	0	2	1	5	1
1	0	1	19	0	0	2	1	2	1
1	0	1	21	0	0	2	1	1	1
1	0	1	21	0	0	2	1	1	1
1	0	1	21	0	0	2	1	6	1
1	0	1	22	0	0	2	1	6	1
1	0	1	22	0	0	2	1	7	1
1	0	1	22	0	0	2	1	7	1
1	0	1	23	0	0	2	1	7	1
1	0	1	23	0	0	2	1	7	1
1	0	1	23	0	0	2	1	2	1
1	0	1	24	0	0	2	1	4	1
1	0	1	25	0	0	2	1	4	1
1	0	1	25	0	0	2	1	1	1
1	0	1	25	0	0	2	1	4	1
1	0	1	25	0	0	2	1	4	1
1	0	1	26	0	0	2	1	8	1
1	0	1	26	0	0	2	1	2	1
1	0	1	26	0	0	2	1	2	1
1	0	1	26	0	0	2	1	2	1
1	0	1	26	0	0	2	1	2	1
1	0	1	26	0	0	2	1	7	1
1	0	1	27	0	0	2	1	4	1
1	0	1	27	0	0	2	1	4	1
1	0	1	27	0	0	2	1	6	1
1	0	1	27	0	0	2	1	6	1
1	0	1	27	0	0	2	1	6	1
1	0	1	27	0	0	2	1	6	1
1	0	1	28	0	0	2	1	1	1
1	0	1	28	0	0	2	1	3	1
1	0	1	28	0	0	2	1	3	1
1	0	1	28	0	0	2	1	3	1
1	0	1	29	0	0	2	1	4	1
1	0	1	29	0	0	2	1	3	1
1	0	1	29	0	0	2	1	3	1
1	0	1	29	0	0	2	1	3	1
1	0	1	29	0	0	2	1	3	1
1	0	1	31	0	0	2	1	3	1
1	0	1	31	0	0	2	1	3	1
1	0	1	31	0	0	2	1	3	1
1	0	1	32	0	0	2	1	5	1
1	0	1	32	0	0	2	1	5	1
1	0	1	32	0	0	2	1	5	1
1	0	1	32	0	0	2	1	2	1
1	0	1	33	0	0	2	1	2	1
1	0	1	34	0	0	2	1	3	1
1	0	1	34	0	0	2	1	4	1
1	0	1	34	0	0	2	1	4	1
1	0	1	35	0	0	2	1	5	1
1	0	1	35	0	0	2	1	5	1
1	0	1	35	0	0	2	1	5	1
1	0	1	35	0	0	2	1	5	1
1	0	1	35	0	0	2	1	6	1
1	0	1	35	0	0	2	1	6	1
1	0	1	36	0	0	2	1	6	1
1	0	1	37	0	0	2	1	7	1
1	0	1	37	0	0	2	1	7	1
1	0	1	37	0	0	2	1	7	1
1	0	1	37	0	0	2	1	7	1
1	0	1	39	0	0	2	1	6	1
1	0	1	40	0	0	2	1	4	1
1	0	1	41	0	0	2	1	2	1
1	0	1	42	0	0	2	1	6	1
1	0	1	43	0	0	2	1	3	1
1	0	1	44	0	0	2	1	6	1
1	0	1	48	0	0	2	1	5	1
1	0	1	48	0	0	2	1	5	1
1	0	1	49	0	0	2	1	9	1
1	0	1	50	0	0	2	1	9	1
1	0	1	51	0	0	2	1	4	1
1	0	1	51	0	0	2	1	4	1
1	0	1	54	0	0	2	1	4	1
1	0	1	55	0	0	2	1	4	1
1	0	1	59	0	0	2	1	4	1
1	0	1	65	0	0	2	1	3	1
1	0	1	65	0	0	2	1	3	1
1	0	1	27	1	0	2	1	6	1
1	0	1	46	1	0	2	1	5	1
1	0	1	47	1	0	2	1	5	1
1	0	1	21	0	0	2	1	5	1
1	0	1	25	0	0	2	1	5	1
1	0	1	52	0	0	2	1	2	1
1	0	2	14	0	0	2	1	1	1
1	0	2	15	0	0	2	1	6	1
1	0	2	15	0	0	2	1	6	1
1	0	2	16	0	0	2	1	2	1
1	0	2	16	0	0	2	1	6	1
1	0	2	16	0	0	2	1	6	1
1	0	2	16	0	0	2	1	6	1
1	0	2	17	0	0	2	1	2	1
1	0	2	17	0	0	2	1	2	1
1	0	2	17	0	0	2	1	1	1
1	0	2	17	0	0	2	1	2	1
1	0	2	18	0	0	2	1	1	1
1	0	2	18	0	0	2	1	2	1
1	0	2	18	0	0	2	1	5	1
1	0	2	18	0	0	2	1	5	1
1	0	2	18	0	0	2	1	5	1
1	0	2	18	0	0	2	1	3	1
1	0	2	18	0	0	2	1	3	1
1	0	2	19	0	0	2	1	2	1
1	0	2	19	0	0	2	1	2	1
1	0	2	20	0	0	2	1	3	1
1	0	2	20	0	0	2	1	3	1
1	0	2	20	0	0	2	1	3	1
1	0	2	21	0	0	2	1	6	1
1	0	2	22	0	0	2	1	6	1
1	0	2	22	0	0	2	1	6	1
1	0	2	22	0	0	2	1	2	1
1	0	2	22	0	0	2	1	2	1
1	0	2	23	0	0	2	1	7	1
1	0	2	24	0	0	2	1	4	1
1	0	2	24	0	0	2	1	4	1
1	0	2	25	0	0	2	1	4	1
1	0	2	26	0	0	2	1	8	1
1	0	2	26	0	0	2	1	8	1
1	0	2	26	0	0	2	1	7	1
1	0	2	26	0	0	2	1	7	1
1	0	2	26	0	0	2	1	7	1
1	0	2	26	0	0	2	1	7	1
1	0	2	27	0	0	2	1	6	1
1	0	2	27	0	0	2	1	6	1
1	0	2	28	0	0	2	1	3	1
1	0	2	29	0	0	2	1	3	1
1	0	2	29	0	0	2	1	1	1
1	0	2	30	0	0	2	1	2	1
1	0	2	30	0	0	2	1	2	1
1	0	2	31	0	0	2	1	3	1
1	0	2	32	0	0	2	1	5	1
1	0	2	32	0	0	2	1	5	1
1	0	2	32	0	0	2	1	2	1
1	0	2	33	0	0	2	1	3	1
1	0	2	33	0	0	2	1	3	1
1	0	2	33	0	0	2	1	2	1
1	0	2	34	0	0	2	1	4	1
1	0	2	35	0	0	2	1	6	1
1	0	2	36	0	0	2	1	6	1
1	0	2	36	0	0	2	1	6	1
1	0	2	37	0	0	2	1	5	1
1	0	2	38	0	0	2	1	1	1
1	0	2	38	0	0	2	1	7	1
1	0	2	38	0	0	2	1	7	1
1	0	2	38	0	0	2	1	7	1
1	0	2	39	0	0	2	1	6	1
1	0	2	40	0	0	2	1	4	1
1	0	2	40	0	0	2	1	4	1
1	0	2	41	0	0	2	1	5	1
1	0	2	44	0	0	2	1	6	1
1	0	2	45	0	0	2	1	1	1
1	0	2	45	0	0	2	1	13	1
1	0	2	45	0	0	2	1	13	1
1	0	2	45	0	0	2	1	13	1
1	0	2	46	0	0	2	1	13	1
1	0	2	46	0	0	2	1	13	1
1	0	2	46	0	0	2	1	13	1
1	0	2	47	0	0	2	1	13	1
1	0	2	48	0	0	2	1	5	1
1	0	2	59	0	0	2	1	3	1
1	0	2	59	0	0	2	1	3	1
1	0	2	68	0	0	2	1	4	1
1	0	2	28.82793047	0	0	2	1	4	1
1	0	2	29	1	0	2	1	6	1
1	0	2	30	1	0	2	1	5	1
1	0	2	31	1	0	2	1	5	1
1	0	2	23	0	0	2	1	5	1
1	0	2	51	0	0	2	1	5	1
1	0	4	29	0	0	2	1	3	1
1	0	4	47	0	0	2	1	13	1
1	0	4	28.82793047	0	0	2	1	6	1
1	0	1	13	0	0	2	2	4	1
1	0	1	13	0	0	2	2	4	1
1	0	1	13	0	0	2	2	4	1
1	0	1	13	0	0	2	2	4	1
1	0	1	13	0	0	2	2	4	1
1	0	1	13	0	0	2	2	4	1
1	0	1	13	0	0	2	2	4	1
1	0	1	14	0	0	2	2	6	1
1	0	1	15	0	0	2	2	6	1
1	0	1	15	0	0	2	2	4	1
1	0	1	15	0	0	2	2	2	1
1	0	1	16	0	0	2	2	2	1
1	0	1	16	0	0	2	2	2	1
1	0	1	16	0	0	2	2	7	1
1	0	1	16	0	0	2	2	7	1
1	0	1	16	0	0	2	2	7	1
1	0	1	17	0	0	2	2	7	1
1	0	1	17	0	0	2	2	7	1
1	0	1	17	0	0	2	2	7	1
1	0	1	17	0	0	2	2	1	1
1	0	1	17	0	0	2	2	4	1
1	0	1	17	0	0	2	2	4	1
1	0	1	18	0	0	2	2	5	1
1	0	1	18	0	0	2	2	2	1
1	0	1	19	0	0	2	2	4	1
1	0	1	19	0	0	2	2	11	1
1	0	1	20	0	0	2	2	11	1
1	0	1	20	0	0	2	2	11	1
1	0	1	21	0	0	2	2	7	1
1	0	1	21	0	0	2	2	7	1
1	0	1	21	0	0	2	2	7	1
1	0	1	22	0	0	2	2	3	1
1	0	1	22	0	0	2	2	4	1
1	0	1	22	0	0	2	2	4	1
1	0	1	22	0	0	2	2	4	1
1	0	1	24	0	0	2	2	5	1
1	0	1	25	0	0	2	2	6	1
1	0	1	25	0	0	2	2	4	1
1	0	1	25	0	0	2	2	4	1
1	0	1	26	0	0	2	2	3	1
1	0	1	26	0	0	2	2	3	1
1	0	1	26	0	0	2	2	1	1
1	0	1	27	0	0	2	2	6	1
1	0	1	27	0	0	2	2	6	1
1	0	1	28	0	0	2	2	2	1
1	0	1	28	0	0	2	2	5	1
1	0	1	28	0	0	2	2	5	1
1	0	1	29	0	0	2	2	6	1
1	0	1	29	0	0	2	2	6	1
1	0	1	29	0	0	2	2	6	1
1	0	1	30	0	0	2	2	4	1
1	0	1	31	0	0	2	2	8	1
1	0	1	31	0	0	2	2	8	1
1	0	1	31	0	0	2	2	8	1
1	0	1	31	0	0	2	2	8	1
1	0	1	31	0	0	2	2	8	1
1	0	1	32	0	0	2	2	1	1
1	0	1	32	0	0	2	2	5	1
1	0	1	33	0	0	2	2	3	1
1	0	1	34	0	0	2	2	7	1
1	0	1	34	0	0	2	2	7	1
1	0	1	34	0	0	2	2	7	1
1	0	1	35	0	0	2	2	7	1
1	0	1	35	0	0	2	2	3	1
1	0	1	35	0	0	2	2	3	1
1	0	1	36	0	0	2	2	3	1
1	0	1	36	0	0	2	2	2	1
1	0	1	37	0	0	2	2	3	1
1	0	1	37	0	0	2	2	3	1
1	0	1	39	0	0	2	2	1	1
1	0	1	39	0	0	2	2	4	1
1	0	1	39	0	0	2	2	4	1
1	0	1	40	0	0	2	2	3	1
1	0	1	40	0	0	2	2	3	1
1	0	1	40	0	0	2	2	6	1
1	0	1	40	0	0	2	2	6	1
1	0	1	41	0	0	2	2	5	1
1	0	1	42	0	0	2	2	2	1
1	0	1	43	0	0	2	2	7	1
1	0	1	43	0	0	2	2	7	1
1	0	1	44	0	0	2	2	6	1
1	0	1	44	0	0	2	2	6	1
1	0	1	46	0	0	2	2	3	1
1	0	1	47	0	0	2	2	2	1
1	0	1	47	0	0	2	2	3	1
1	0	1	47	0	0	2	2	5	1
1	0	1	48	0	0	2	2	2	1
1	0	1	48	0	0	2	2	5	1
1	0	1	49	0	0	2	2	2	1
1	0	1	50	0	0	2	2	8	1
1	0	1	50	0	0	2	2	8	1
1	0	1	50	0	0	2	2	8	1
1	0	1	52	0	0	2	2	8	1
1	0	1	55	0	0	2	2	15	1
1	0	1	56	0	0	2	2	15	1
1	0	1	56	0	0	2	2	15	1
1	0	1	59	0	0	2	2	2	1
1	0	1	59	0	0	2	2	4	1
1	0	1	60	0	0	2	2	4	1
1	0	1	60	0	0	2	2	4	1
1	0	1	61	0	0	2	2	5	1
1	0	1	61	0	0	2	2	5	1
1	0	1	62	0	0	2	2	5	1
1	0	1	63	0	0	2	2	5	1
1	0	1	64	0	0	2	2	10	1
1	0	1	70	0	0	2	2	10	1
1	0	1	72	0	0	2	2	10	1
1	0	1	74	0	0	2	2	10	1
1	0	1	28.82793047	0	0	2	2	5	1
1	0	1	28.82793047	0	0	2	2	6	1
1	0	1	28.82793047	0	0	2	2	6	1
1	0	1	32	0	0	2	2	9	1
1	0	1	33	0	0	2	2	9	1
1	0	1	60	0	0	2	2	9	1
1	0	2	13	0	0	2	2	4	1
1	0	2	13	0	0	2	2	4	1
1	0	2	13	0	0	2	2	4	1
1	0	2	13	0	0	2	2	6	1
1	0	2	14	0	0	2	2	6	1
1	0	2	14	0	0	2	2	6	1
1	0	2	15	0	0	2	2	6	1
1	0	2	15	0	0	2	2	4	1
1	0	2	15	0	0	2	2	4	1
1	0	2	15	0	0	2	2	4	1
1	0	2	15	0	0	2	2	2	1
1	0	2	15	0	0	2	2	2	1
1	0	2	17	0	0	2	2	7	1
1	0	2	17	0	0	2	2	4	1
1	0	2	18	0	0	2	2	5	1
1	0	2	18	0	0	2	2	5	1
1	0	2	18	0	0	2	2	5	1
1	0	2	18	0	0	2	2	5	1
1	0	2	19	0	0	2	2	2	1
1	0	2	19	0	0	2	2	2	1
1	0	2	19	0	0	2	2	11	1
1	0	2	19	0	0	2	2	11	1
1	0	2	21	0	0	2	2	3	1
1	0	2	21	0	0	2	2	7	1
1	0	2	22	0	0	2	2	3	1
1	0	2	22	0	0	2	2	3	1
1	0	2	22	0	0	2	2	4	1
1	0	2	22	0	0	2	2	2	1
1	0	2	23	0	0	2	2	2	1
1	0	2	23	0	0	2	2	5	1
1	0	2	24	0	0	2	2	5	1
1	0	2	24	0	0	2	2	4	1
1	0	2	24	0	0	2	2	4	1
1	0	2	24	0	0	2	2	4	1
1	0	2	24	0	0	2	2	4	1
1	0	2	25	0	0	2	2	6	1
1	0	2	25	0	0	2	2	4	1
1	0	2	25	0	0	2	2	4	1
1	0	2	25	0	0	2	2	4	1
1	0	2	25	0	0	2	2	4	1
1	0	2	25	0	0	2	2	4	1
1	0	2	26	0	0	2	2	3	1
1	0	2	26	0	0	2	2	7	1
1	0	2	26	0	0	2	2	7	1
1	0	2	27	0	0	2	2	6	1
1	0	2	27	0	0	2	2	6	1
1	0	2	28	0	0	2	2	2	1
1	0	2	29	0	0	2	2	2	1
1	0	2	29	0	0	2	2	2	1
1	0	2	29	0	0	2	2	6	1
1	0	2	29	0	0	2	2	6	1
1	0	2	30	0	0	2	2	5	1
1	0	2	30	0	0	2	2	5	1
1	0	2	30	0	0	2	2	4	1
1	0	2	31	0	0	2	2	8	1
1	0	2	32	0	0	2	2	2	1
1	0	2	32	0	0	2	2	2	1
1	0	2	32	0	0	2	2	5	1
1	0	2	33	0	0	2	2	3	1
1	0	2	33	0	0	2	2	6	1
1	0	2	34	0	0	2	2	7	1
1	0	2	34	0	0	2	2	7	1
1	0	2	35	0	0	2	2	3	1
1	0	2	36	0	0	2	2	3	1
1	0	2	36	0	0	2	2	2	1
1	0	2	36	0	0	2	2	3	1
1	0	2	37	0	0	2	2	5	1
1	0	2	37	0	0	2	2	3	1
1	0	2	38	0	0	2	2	3	1
1	0	2	38	0	0	2	2	3	1
1	0	2	38	0	0	2	2	3	1
1	0	2	40	0	0	2	2	3	1
1	0	2	40	0	0	2	2	6	1
1	0	2	40	0	0	2	2	6	1
1	0	2	40	0	0	2	2	6	1
1	0	2	41	0	0	2	2	3	1
1	0	2	41	0	0	2	2	3	1
1	0	2	42	0	0	2	2	2	1
1	0	2	42	0	0	2	2	4	1
1	0	2	43	0	0	2	2	7	1
1	0	2	43	0	0	2	2	7	1
1	0	2	43	0	0	2	2	7	1
1	0	2	44	0	0	2	2	6	1
1	0	2	44	0	0	2	2	2	1
1	0	2	44	0	0	2	2	2	1
1	0	2	45	0	0	2	2	6	1
1	0	2	45	0	0	2	2	6	1
1	0	2	46	0	0	2	2	6	1
1	0	2	46	0	0	2	2	3	1
1	0	2	47	0	0	2	2	3	1
1	0	2	47	0	0	2	2	3	1
1	0	2	48	0	0	2	2	5	1
1	0	2	48	0	0	2	2	5	1
1	0	2	48	0	0	2	2	2	1
1	0	2	49	0	0	2	2	5	1
1	0	2	53	0	0	2	2	15	1
1	0	2	54	0	0	2	2	15	1
1	0	2	54	0	0	2	2	15	1
1	0	2	54	0	0	2	2	15	1
1	0	2	55	0	0	2	2	15	1
1	0	2	57	0	0	2	2	7	1
1	0	2	58	0	0	2	2	7	1
1	0	2	59	0	0	2	2	7	1
1	0	2	59	0	0	2	2	7	1
1	0	2	59	0	0	2	2	2	1
1	0	2	65	0	0	2	2	10	1
1	0	2	65	0	0	2	2	10	1
1	0	2	28.82793047	0	0	2	2	5	1
1	0	2	28.82793047	0	0	2	2	6	1
1	0	2	26	1	0	2	2	6	1
1	0	2	54	0	0	2	2	9	1
1	0	3	29	0	0	2	2	6	1
1	0	4	24	0	0	2	2	6	1
1	0	4	35	0	0	2	2	2	1
1	0	4	41	0	0	2	2	5	1
1	0	4	44	0	0	2	2	1	1
4	0	1	20	0	0	2	3	0	0
4	0	1	54	0	0	2	3	0	0
4	0	1	25	0	0	2	3	0	0
4	0	1	33	0	0	2	3	0	1
4	0	2	38	0	0	2	3	0	1
4	0	2	26	0	0	2	3	0	0
4	0	2	44	0	0	2	3	0	1
4	0	2	53	0	0	2	3	0	1
1	0	1	2	0	0	3	1	3	1
1	0	1	4	0	0	3	1	7	1
1	0	1	14	0	0	3	1	7	1
1	0	1	14	0	0	3	1	7	1
1	0	1	15	0	0	3	1	8	1
1	0	1	16	0	0	3	1	8	1
1	0	1	19	0	0	3	1	8	1
1	0	1	19	0	0	3	1	7	1
1	0	1	19	0	0	3	1	7	1
1	0	1	21	0	0	3	1	6	1
1	0	1	22	0	0	3	1	6	1
1	0	1	22	0	0	3	1	1	1
1	0	1	23	0	0	3	1	7	1
1	0	1	23	0	0	3	1	7	1
1	0	1	24	0	0	3	1	7	1
1	0	1	25	0	0	3	1	4	1
1	0	1	26	0	0	3	1	4	1
1	0	1	26	0	0	3	1	5	1
1	0	1	26	0	0	3	1	5	1
1	0	1	26	0	0	3	1	5	1
1	0	1	27	0	0	3	1	1	1
1	0	1	28	0	0	3	1	6	1
1	0	1	29	0	0	3	1	7	1
1	0	1	29	0	0	3	1	7	1
1	0	1	29	0	0	3	1	7	1
1	0	1	29	0	0	3	1	7	1
1	0	1	29	0	0	3	1	7	1
1	0	1	29	0	0	3	1	1	1
1	0	1	30	0	0	3	1	6	1
1	0	1	31	0	0	3	1	4	1
1	0	1	32	0	0	3	1	4	1
1	0	1	32	0	0	3	1	2	1
1	0	1	32	0	0	3	1	4	1
1	0	1	34	0	0	3	1	9	1
1	0	1	34	0	0	3	1	9	1
1	0	1	35	0	0	3	1	9	1
1	0	1	40	0	0	3	1	7	1
1	0	1	40	0	0	3	1	7	1
1	0	1	41	0	0	3	1	5	1
1	0	1	42	0	0	3	1	7	1
1	0	1	44	0	0	3	1	4	1
1	0	1	44	0	0	3	1	4	1
1	0	1	49	0	0	3	1	8	1
1	0	1	52	0	0	3	1	2	1
1	0	1	54	0	0	3	1	5	1
1	0	1	55	0	0	3	1	2	1
1	0	1	56	0	0	3	1	5	1
1	0	1	59	0	0	3	1	9	1
1	0	1	64	0	0	3	1	9	1
1	0	1	68	0	0	3	1	9	1
1	0	1	28.82793047	0	0	3	1	8	1
1	0	1	27	1	0	3	1	2	1
1	0	1	73	1	0	3	1	4	1
1	0	1	28	0	0	3	1	6	1
1	0	2	14	0	0	3	1	7	1
1	0	2	16	0	0	3	1	8	1
1	0	2	17	0	0	3	1	8	1
1	0	2	17	0	0	3	1	8	1
1	0	2	17	0	0	3	1	1	1
1	0	2	18	0	0	3	1	8	1
1	0	2	19	0	0	3	1	7	1
1	0	2	20	0	0	3	1	7	1
1	0	2	20	0	0	3	1	7	1
1	0	2	20	0	0	3	1	7	1
1	0	2	22	0	0	3	1	6	1
1	0	2	22	0	0	3	1	6	1
1	0	2	22	0	0	3	1	6	1
1	0	2	23	0	0	3	1	7	1
1	0	2	24	0	0	3	1	7	1
1	0	2	25	0	0	3	1	4	1
1	0	2	25	0	0	3	1	4	1
1	0	2	25	0	0	3	1	3	1
1	0	2	26	0	0	3	1	4	1
1	0	2	26	0	0	3	1	5	1
1	0	2	26	0	0	3	1	5	1
1	0	2	26	0	0	3	1	9	1
1	0	2	27	0	0	3	1	1	1
1	0	2	27	0	0	3	1	5	1
1	0	2	28	0	0	3	1	2	1
1	0	2	28	0	0	3	1	2	1
1	0	2	28	0	0	3	1	6	1
1	0	2	28	0	0	3	1	6	1
1	0	2	30	0	0	3	1	6	1
1	0	2	31	0	0	3	1	5	1
1	0	2	32	0	0	3	1	2	1
1	0	2	33	0	0	3	1	5	1
1	0	2	33	0	0	3	1	5	1
1	0	2	34	0	0	3	1	2	1
1	0	2	34	0	0	3	1	9	1
1	0	2	36	0	0	3	1	2	1
1	0	2	37	0	0	3	1	10	1
1	0	2	38	0	0	3	1	3	1
1	0	2	38	0	0	3	1	3	1
1	0	2	40	0	0	3	1	7	1
1	0	2	40	0	0	3	1	7	1
1	0	2	40	0	0	3	1	7	1
1	0	2	41	0	0	3	1	1	1
1	0	2	41	0	0	3	1	5	1
1	0	2	41	0	0	3	1	5	1
1	0	2	41	0	0	3	1	5	1
1	0	2	42	0	0	3	1	7	1
1	0	2	42	0	0	3	1	7	1
1	0	2	44	0	0	3	1	5	1
1	0	2	44	0	0	3	1	5	1
1	0	2	44	0	0	3	1	4	1
1	0	2	46	0	0	3	1	5	1
1	0	2	47	0	0	3	1	2	1
1	0	2	47	0	0	3	1	4	1
1	0	2	48	0	0	3	1	8	1
1	0	2	50	0	0	3	1	8	1
1	0	2	50	0	0	3	1	8	1
1	0	2	50	0	0	3	1	1	1
1	0	2	53	0	0	3	1	1	1
1	0	2	53	0	0	3	1	3	1
1	0	2	53	0	0	3	1	3	1
1	0	2	54	0	0	3	1	5	1
1	0	2	57	0	0	3	1	5	1
1	0	2	58	0	0	3	1	9	1
1	0	2	61	0	0	3	1	9	1
1	0	2	28.82793047	0	0	3	1	8	1
1	0	2	28.82793047	0	0	3	1	8	1
1	0	2	28.82793047	0	0	3	1	8	1
1	0	2	23	0	0	3	1	4	1
1	0	3	32	0	0	3	1	4	1
1	0	3	35	0	0	3	1	9	1
1	0	4	14	0	0	3	1	8	1
1	0	4	27	0	0	3	1	5	1
1	0	4	30	0	0	3	1	6	1
1	0	4	53	0	0	3	1	3	1
1	0	1	4	0	0	3	2	7	1
1	0	1	4	0	0	3	2	7	1
1	0	1	13	0	0	3	2	8	1
1	0	1	13	0	0	3	2	8	1
1	0	1	14	0	0	3	2	8	1
1	0	1	14	0	0	3	2	8	1
1	0	1	15	0	0	3	2	8	1
1	0	1	15	0	0	3	2	8	1
1	0	1	16	0	0	3	2	2	1
1	0	1	17	0	0	3	2	3	1
1	0	1	18	0	0	3	2	3	1
1	0	1	19	0	0	3	2	8	1
1	0	1	21	0	0	3	2	6	1
1	0	1	22	0	0	3	2	6	1
1	0	1	24	0	0	3	2	5	1
1	0	1	24	0	0	3	2	3	1
1	0	1	25	0	0	3	2	4	1
1	0	1	25	0	0	3	2	5	1
1	0	1	25	0	0	3	2	5	1
1	0	1	25	0	0	3	2	5	1
1	0	1	26	0	0	3	2	4	1
1	0	1	26	0	0	3	2	4	1
1	0	1	27	0	0	3	2	9	1
1	0	1	27	0	0	3	2	9	1
1	0	1	28	0	0	3	2	7	1
1	0	1	28	0	0	3	2	9	1
1	0	1	28	0	0	3	2	9	1
1	0	1	28	0	0	3	2	9	1
1	0	1	29	0	0	3	2	4	1
1	0	1	30	0	0	3	2	8	1
1	0	1	30	0	0	3	2	8	1
1	0	1	32	0	0	3	2	7	1
1	0	1	32	0	0	3	2	7	1
1	0	1	32	0	0	3	2	7	1
1	0	1	33	0	0	3	2	1	1
1	0	1	33	0	0	3	2	4	1
1	0	1	34	0	0	3	2	6	1
1	0	1	36	0	0	3	2	6	1
1	0	1	36	0	0	3	2	6	1
1	0	1	38	0	0	3	2	7	1
1	0	1	39	0	0	3	2	8	1
1	0	1	39	0	0	3	2	8	1
1	0	1	40	0	0	3	2	10	1
1	0	1	40	0	0	3	2	10	1
1	0	1	41	0	0	3	2	6	1
1	0	1	41	0	0	3	2	6	1
1	0	1	41	0	0	3	2	10	1
1	0	1	41	0	0	3	2	10	1
1	0	1	43	0	0	3	2	10	1
1	0	1	45	0	0	3	2	4	1
1	0	1	45	0	0	3	2	4	1
1	0	1	46	0	0	3	2	4	1
1	0	1	46	0	0	3	2	3	1
1	0	1	48	0	0	3	2	6	1
1	0	1	48	0	0	3	2	6	1
1	0	1	48	0	0	3	2	7	1
1	0	1	49	0	0	3	2	7	1
1	0	1	51	0	0	3	2	10	1
1	0	1	53	0	0	3	2	4	1
1	0	1	54	0	0	3	2	3	1
1	0	1	55	0	0	3	2	6	1
1	0	1	56	0	0	3	2	3	1
1	0	1	56	0	0	3	2	3	1
1	0	1	57	0	0	3	2	5	1
1	0	1	57	0	0	3	2	5	1
1	0	1	58	0	0	3	2	5	1
1	0	1	60	0	0	3	2	3	1
1	0	1	62	0	0	3	2	2	1
1	0	1	64	0	0	3	2	1	1
1	0	1	68	0	0	3	2	3	1
1	0	1	28.82793047	0	0	3	2	1	1
1	0	1	25	1	0	3	2	7	1
1	0	1	31	1	0	3	2	3	1
1	0	1	36	1	0	3	2	7	1
1	0	1	26	0	0	3	2	6	1
